title,year,journal,authors,doi,labels
Influence of viscoelastic behavior in flame retardancy of thermoplastic starch multicomponent systems loaded with leather waste,2024,Polymer Bulletin,"Sanchez-Olivares, G. and Ramírez-Torres, L.A. and Herrera-Valencia, E.E. and Calderas, F.",10.1007/s00289-024-05430-7,Producto: Materiale
Influence of viscoelastic behavior in flame retardancy of thermoplastic starch multicomponent systems loaded with leather waste,2024,Polymer Bulletin,"Sanchez-Olivares, G. and Ramírez-Torres, L.A. and Herrera-Valencia, E.E. and Calderas, F.",10.1007/s00289-024-05430-7,Residuos: Residuos sólidos
Influence of viscoelastic behavior in flame retardancy of thermoplastic starch multicomponent systems loaded with leather waste,2024,Polymer Bulletin,"Sanchez-Olivares, G. and Ramírez-Torres, L.A. and Herrera-Valencia, E.E. and Calderas, F.",10.1007/s00289-024-05430-7,Tipo de valorización: Valorización química
Resource Utilisation of Solid Leather Waste: Part 2 A Review,2022,Journal of the Society of Leather Technologists and Chemists,"Shaw, S. and Chattopadhyay, P.K. and Singha, N.R. and Mukherjee, G.",,Producto: Materiale
Resource Utilisation of Solid Leather Waste: Part 2 A Review,2022,Journal of the Society of Leather Technologists and Chemists,"Shaw, S. and Chattopadhyay, P.K. and Singha, N.R. and Mukherjee, G.",,Producto: Biomoléculas
Resource Utilisation of Solid Leather Waste: Part 2 A Review,2022,Journal of the Society of Leather Technologists and Chemists,"Shaw, S. and Chattopadhyay, P.K. and Singha, N.R. and Mukherjee, G.",,Residuos: Residuos sólidos
Resource Utilisation of Solid Leather Waste: Part 2 A Review,2022,Journal of the Society of Leather Technologists and Chemists,"Shaw, S. and Chattopadhyay, P.K. and Singha, N.R. and Mukherjee, G.",,Residuos: Residuos con cromo
Resource Utilisation of Solid Leather Waste: Part 2 A Review,2022,Journal of the Society of Leather Technologists and Chemists,"Shaw, S. and Chattopadhyay, P.K. and Singha, N.R. and Mukherjee, G.",,Residuos: Residuos sin cromo
Resource Utilisation of Solid Leather Waste: Part 2 A Review,2022,Journal of the Society of Leather Technologists and Chemists,"Shaw, S. and Chattopadhyay, P.K. and Singha, N.R. and Mukherjee, G.",,Tipo de valorización: Valorización química
Resource Utilisation of Solid Leather Waste: Part 2 A Review,2022,Journal of the Society of Leather Technologists and Chemists,"Shaw, S. and Chattopadhyay, P.K. and Singha, N.R. and Mukherjee, G.",,Tipo de valorización: Valorización biológica
Resource Utilization of Bovine Hair Recycling from Enzymatic Unhairing during Leather Manufacturing: Alkali-Protease Synergistic Preparation of Keratin and its in Vitro Antioxidant Activity,2023,Journal of the American Leather Chemists Association,"Liu, T. and Zhang, C. and Zhang, X. and Peng, B. and Gao, M.",,Producto: Biomoléculas
Resource Utilization of Bovine Hair Recycling from Enzymatic Unhairing during Leather Manufacturing: Alkali-Protease Synergistic Preparation of Keratin and its in Vitro Antioxidant Activity,2023,Journal of the American Leather Chemists Association,"Liu, T. and Zhang, C. and Zhang, X. and Peng, B. and Gao, M.",,Residuos: Residuos sólidos
Resource Utilization of Bovine Hair Recycling from Enzymatic Unhairing during Leather Manufacturing: Alkali-Protease Synergistic Preparation of Keratin and its in Vitro Antioxidant Activity,2023,Journal of the American Leather Chemists Association,"Liu, T. and Zhang, C. and Zhang, X. and Peng, B. and Gao, M.",,Residuos: Residuos sin cromo
Resource Utilization of Bovine Hair Recycling from Enzymatic Unhairing during Leather Manufacturing: Alkali-Protease Synergistic Preparation of Keratin and its in Vitro Antioxidant Activity,2023,Journal of the American Leather Chemists Association,"Liu, T. and Zhang, C. and Zhang, X. and Peng, B. and Gao, M.",,Tipo de valorización: Valorización química
Resource Utilization of Bovine Hair Recycling from Enzymatic Unhairing during Leather Manufacturing: Alkali-Protease Synergistic Preparation of Keratin and its in Vitro Antioxidant Activity,2023,Journal of the American Leather Chemists Association,"Liu, T. and Zhang, C. and Zhang, X. and Peng, B. and Gao, M.",,Tipo de valorización: Valorización biológica
Coagulation-adsorption-oxidation for removing dyes from tannery wastewater,2023,Environmental Monitoring and Assessment,"Mim, S. and Hashem, M.A. and Payel, S.",10.1007/s10661-023-11309-3,Producto: Materiale
Coagulation-adsorption-oxidation for removing dyes from tannery wastewater,2023,Environmental Monitoring and Assessment,"Mim, S. and Hashem, M.A. and Payel, S.",10.1007/s10661-023-11309-3,Residuos: Residuos sólidos
Coagulation-adsorption-oxidation for removing dyes from tannery wastewater,2023,Environmental Monitoring and Assessment,"Mim, S. and Hashem, M.A. and Payel, S.",10.1007/s10661-023-11309-3,Residuos: Residuos con cromo
Coagulation-adsorption-oxidation for removing dyes from tannery wastewater,2023,Environmental Monitoring and Assessment,"Mim, S. and Hashem, M.A. and Payel, S.",10.1007/s10661-023-11309-3,Residuos: Residuos líquidos
Coagulation-adsorption-oxidation for removing dyes from tannery wastewater,2023,Environmental Monitoring and Assessment,"Mim, S. and Hashem, M.A. and Payel, S.",10.1007/s10661-023-11309-3,Tipo de valorización: Valorización térmica
Coagulation-adsorption-oxidation for removing dyes from tannery wastewater,2023,Environmental Monitoring and Assessment,"Mim, S. and Hashem, M.A. and Payel, S.",10.1007/s10661-023-11309-3,Tipo de valorización: Aplicaciones ambientales
Ultrasound-assisted extraction of chromium from tanned leather shavings: A promising continuous flow technology for the treatment of solid waste,2022,Ultrasonics Sonochemistry,"Pedrotti, M.F. and Santos, D. and Cauduro, V.H. and Bizzi, C.A. and Flores, E.M.M.",10.1016/j.ultsonch.2022.106124,Producto: Materiale
Ultrasound-assisted extraction of chromium from tanned leather shavings: A promising continuous flow technology for the treatment of solid waste,2022,Ultrasonics Sonochemistry,"Pedrotti, M.F. and Santos, D. and Cauduro, V.H. and Bizzi, C.A. and Flores, E.M.M.",10.1016/j.ultsonch.2022.106124,Residuos: Residuos sólidos
Ultrasound-assisted extraction of chromium from tanned leather shavings: A promising continuous flow technology for the treatment of solid waste,2022,Ultrasonics Sonochemistry,"Pedrotti, M.F. and Santos, D. and Cauduro, V.H. and Bizzi, C.A. and Flores, E.M.M.",10.1016/j.ultsonch.2022.106124,Residuos: Residuos con cromo
Ultrasound-assisted extraction of chromium from tanned leather shavings: A promising continuous flow technology for the treatment of solid waste,2022,Ultrasonics Sonochemistry,"Pedrotti, M.F. and Santos, D. and Cauduro, V.H. and Bizzi, C.A. and Flores, E.M.M.",10.1016/j.ultsonch.2022.106124,Tipo de valorización: Valorización química
Sustainable utilization of corn starch resources: A novel soluble starch-based functional chrome-free tanning agent for the eco-leather production,2022,Industrial Crops and Products,"Wang, X. and Su, R. and Hao, D. and Dang, X.",10.1016/j.indcrop.2022.115534,Producto: Materiale
Sustainable utilization of corn starch resources: A novel soluble starch-based functional chrome-free tanning agent for the eco-leather production,2022,Industrial Crops and Products,"Wang, X. and Su, R. and Hao, D. and Dang, X.",10.1016/j.indcrop.2022.115534,Residuos: Residuos con cromo
Sustainable utilization of corn starch resources: A novel soluble starch-based functional chrome-free tanning agent for the eco-leather production,2022,Industrial Crops and Products,"Wang, X. and Su, R. and Hao, D. and Dang, X.",10.1016/j.indcrop.2022.115534,Residuos: Residuos líquidos
Sustainable utilization of corn starch resources: A novel soluble starch-based functional chrome-free tanning agent for the eco-leather production,2022,Industrial Crops and Products,"Wang, X. and Su, R. and Hao, D. and Dang, X.",10.1016/j.indcrop.2022.115534,Tipo de valorización: Valorización química
Efficient electrochemical advanced degradation of Red CL and Red WB dyes from the tanning industry using a boron-doped diamond anode,2024,Chemosphere,"Herrera-Chávez, S. and Pacheco-Álvarez, M. and Kadier, A. and Brillas, E. and Peralta-Hernández, J.M.",10.1016/j.chemosphere.2024.142825,Producto: Materiale
Efficient electrochemical advanced degradation of Red CL and Red WB dyes from the tanning industry using a boron-doped diamond anode,2024,Chemosphere,"Herrera-Chávez, S. and Pacheco-Álvarez, M. and Kadier, A. and Brillas, E. and Peralta-Hernández, J.M.",10.1016/j.chemosphere.2024.142825,Residuos: Residuos líquidos
Efficient electrochemical advanced degradation of Red CL and Red WB dyes from the tanning industry using a boron-doped diamond anode,2024,Chemosphere,"Herrera-Chávez, S. and Pacheco-Álvarez, M. and Kadier, A. and Brillas, E. and Peralta-Hernández, J.M.",10.1016/j.chemosphere.2024.142825,Tipo de valorización: Aplicaciones ambientales
A novel complex coupling agent for enhancing the compatibility between collagen fiber and natural rubber: A utilization strategy for leather wastes,2024,International Journal of Biological Macromolecules,"Li, X. and Lei, C. and Wan, J. and Xu, W. and Zhou, J. and Shi, B.",10.1016/j.ijbiomac.2024.130942,Producto: Materiale
A novel complex coupling agent for enhancing the compatibility between collagen fiber and natural rubber: A utilization strategy for leather wastes,2024,International Journal of Biological Macromolecules,"Li, X. and Lei, C. and Wan, J. and Xu, W. and Zhou, J. and Shi, B.",10.1016/j.ijbiomac.2024.130942,Residuos: Residuos sólidos
A novel complex coupling agent for enhancing the compatibility between collagen fiber and natural rubber: A utilization strategy for leather wastes,2024,International Journal of Biological Macromolecules,"Li, X. and Lei, C. and Wan, J. and Xu, W. and Zhou, J. and Shi, B.",10.1016/j.ijbiomac.2024.130942,Residuos: Residuos con cromo
A novel complex coupling agent for enhancing the compatibility between collagen fiber and natural rubber: A utilization strategy for leather wastes,2024,International Journal of Biological Macromolecules,"Li, X. and Lei, C. and Wan, J. and Xu, W. and Zhou, J. and Shi, B.",10.1016/j.ijbiomac.2024.130942,Tipo de valorización: Valorización química
Applications of enzymes in leather processing,2020,Environmental Chemistry Letters,"Khambhaty, Y.",10.1007/s10311-020-00971-5,Producto: Biomoléculas
Applications of enzymes in leather processing,2020,Environmental Chemistry Letters,"Khambhaty, Y.",10.1007/s10311-020-00971-5,Residuos: Residuos sólidos
Applications of enzymes in leather processing,2020,Environmental Chemistry Letters,"Khambhaty, Y.",10.1007/s10311-020-00971-5,Residuos: Residuos líquidos
Applications of enzymes in leather processing,2020,Environmental Chemistry Letters,"Khambhaty, Y.",10.1007/s10311-020-00971-5,Tipo de valorización: Valorización biológica
Nonconventional utilization of rejected hides and skins,2025,Journal of Applied Animal Research,"Daniel, C.P. and Mgaya, A.M. and Aboud, A.A.",10.1080/09712119.2025.2577707,Producto: Materiale
Nonconventional utilization of rejected hides and skins,2025,Journal of Applied Animal Research,"Daniel, C.P. and Mgaya, A.M. and Aboud, A.A.",10.1080/09712119.2025.2577707,Residuos: Residuos sólidos
Nonconventional utilization of rejected hides and skins,2025,Journal of Applied Animal Research,"Daniel, C.P. and Mgaya, A.M. and Aboud, A.A.",10.1080/09712119.2025.2577707,Residuos: Residuos sin cromo
Nonconventional utilization of rejected hides and skins,2025,Journal of Applied Animal Research,"Daniel, C.P. and Mgaya, A.M. and Aboud, A.A.",10.1080/09712119.2025.2577707,Tipo de valorización: Valorización química
Utilization of Raw Trimming Wastes to Fabricate Biocomposites: A Single Step Approach for Solid Waste Management,2025,Journal of the American Leather Chemists Association,"Inbaraj, A.S. and Jayakumar, G.C. and Aaron, K.P.",10.34314/g4s28k32,Producto: Materiale
Utilization of Raw Trimming Wastes to Fabricate Biocomposites: A Single Step Approach for Solid Waste Management,2025,Journal of the American Leather Chemists Association,"Inbaraj, A.S. and Jayakumar, G.C. and Aaron, K.P.",10.34314/g4s28k32,Producto: Biomoléculas
Utilization of Raw Trimming Wastes to Fabricate Biocomposites: A Single Step Approach for Solid Waste Management,2025,Journal of the American Leather Chemists Association,"Inbaraj, A.S. and Jayakumar, G.C. and Aaron, K.P.",10.34314/g4s28k32,Residuos: Residuos sólidos
Utilization of Raw Trimming Wastes to Fabricate Biocomposites: A Single Step Approach for Solid Waste Management,2025,Journal of the American Leather Chemists Association,"Inbaraj, A.S. and Jayakumar, G.C. and Aaron, K.P.",10.34314/g4s28k32,Residuos: Residuos sin cromo
Utilization of Raw Trimming Wastes to Fabricate Biocomposites: A Single Step Approach for Solid Waste Management,2025,Journal of the American Leather Chemists Association,"Inbaraj, A.S. and Jayakumar, G.C. and Aaron, K.P.",10.34314/g4s28k32,Tipo de valorización: Valorización química
"Amphoteric superabsorbent polymer based on waste collagen as loading media and safer release systems for herbicide 2, 4-D",2020,Journal of Applied Polymer Science,"Xu, S. and Yin, Y. and Wang, Y. and Li, X. and Hu, Z. and Wang, R.",10.1002/app.48480,Producto: Materiale
"Amphoteric superabsorbent polymer based on waste collagen as loading media and safer release systems for herbicide 2, 4-D",2020,Journal of Applied Polymer Science,"Xu, S. and Yin, Y. and Wang, Y. and Li, X. and Hu, Z. and Wang, R.",10.1002/app.48480,Residuos: Residuos sólidos
"Amphoteric superabsorbent polymer based on waste collagen as loading media and safer release systems for herbicide 2, 4-D",2020,Journal of Applied Polymer Science,"Xu, S. and Yin, Y. and Wang, Y. and Li, X. and Hu, Z. and Wang, R.",10.1002/app.48480,Tipo de valorización: Valorización química
Valorization of raw hide trimmings as alternative protein source for poultry feed: A step towards sustainable waste management and circular bioeconomy,2026,Journal of Cleaner Production,"Islam, M.T. and Uddin, M.E. and Karim, M.S. and Islam, A.",10.1016/j.jclepro.2026.147579,Residuos: Residuos sólidos
Valorization of raw hide trimmings as alternative protein source for poultry feed: A step towards sustainable waste management and circular bioeconomy,2026,Journal of Cleaner Production,"Islam, M.T. and Uddin, M.E. and Karim, M.S. and Islam, A.",10.1016/j.jclepro.2026.147579,Residuos: Residuos sin cromo
Valorization of raw hide trimmings as alternative protein source for poultry feed: A step towards sustainable waste management and circular bioeconomy,2026,Journal of Cleaner Production,"Islam, M.T. and Uddin, M.E. and Karim, M.S. and Islam, A.",10.1016/j.jclepro.2026.147579,Producto: Productos agrícolas
Valorization of raw hide trimmings as alternative protein source for poultry feed: A step towards sustainable waste management and circular bioeconomy,2026,Journal of Cleaner Production,"Islam, M.T. and Uddin, M.E. and Karim, M.S. and Islam, A.",10.1016/j.jclepro.2026.147579,Tipo de valorización: Valorización biológica
Silkworm-cocoon-inspired sandwich-structured hollow carbon nanofiber films with absorption-dominated electromagnetic interference shielding and tailored thermal management,2026,Carbon,"Wang, Y. and Lyu, B. and Gao, D. and Wang, L. and Zhou, Y. and Zhao, P. and Ma, J.",10.1016/j.carbon.2025.120961,Producto: Materiale
Silkworm-cocoon-inspired sandwich-structured hollow carbon nanofiber films with absorption-dominated electromagnetic interference shielding and tailored thermal management,2026,Carbon,"Wang, Y. and Lyu, B. and Gao, D. and Wang, L. and Zhou, Y. and Zhao, P. and Ma, J.",10.1016/j.carbon.2025.120961,Residuos: Residuos sólidos
Silkworm-cocoon-inspired sandwich-structured hollow carbon nanofiber films with absorption-dominated electromagnetic interference shielding and tailored thermal management,2026,Carbon,"Wang, Y. and Lyu, B. and Gao, D. and Wang, L. and Zhou, Y. and Zhao, P. and Ma, J.",10.1016/j.carbon.2025.120961,Tipo de valorización: Valorización térmica
Utilization of leather fibrous wastes for the production of reconstituted fibric materials: heavy metal determination and removal,2022,Waste Disposal and Sustainable Energy,"Senthil, R. and Kavukcu, S.B. and Aruni, A.W. and Dandar, U. and Basaran, B. and Sumathi, V.",10.1007/s42768-022-00093-4,Producto: Materiale
Utilization of leather fibrous wastes for the production of reconstituted fibric materials: heavy metal determination and removal,2022,Waste Disposal and Sustainable Energy,"Senthil, R. and Kavukcu, S.B. and Aruni, A.W. and Dandar, U. and Basaran, B. and Sumathi, V.",10.1007/s42768-022-00093-4,Residuos: Residuos sólidos
Utilization of leather fibrous wastes for the production of reconstituted fibric materials: heavy metal determination and removal,2022,Waste Disposal and Sustainable Energy,"Senthil, R. and Kavukcu, S.B. and Aruni, A.W. and Dandar, U. and Basaran, B. and Sumathi, V.",10.1007/s42768-022-00093-4,Residuos: Residuos con cromo
Utilization of leather fibrous wastes for the production of reconstituted fibric materials: heavy metal determination and removal,2022,Waste Disposal and Sustainable Energy,"Senthil, R. and Kavukcu, S.B. and Aruni, A.W. and Dandar, U. and Basaran, B. and Sumathi, V.",10.1007/s42768-022-00093-4,Tipo de valorización: Valorización química
Utilization of leather fibrous wastes for the production of reconstituted fibric materials: heavy metal determination and removal,2022,Waste Disposal and Sustainable Energy,"Senthil, R. and Kavukcu, S.B. and Aruni, A.W. and Dandar, U. and Basaran, B. and Sumathi, V.",10.1007/s42768-022-00093-4,Tipo de valorización: Aplicaciones ambientales
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Producto: Energía
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Producto: Materiale
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Producto: Biomoléculas
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Residuos: Residuos sólidos
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Residuos: Residuos con cromo
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Residuos: Residuos líquidos
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Residuos: Residuos sin cromo
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Producto: Productos agrícolas
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Tipo de valorización: Valorización química
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Tipo de valorización: Valorización térmica
Progress in sustainable technologies of leather wastes valorization as solutions for the circular economy,2021,Journal of Cleaner Production,"Chojnacka, K. and Skrzypczak, D. and Mikula, K. and Witek-Krowiak, A. and Izydorczyk, G. and Kuligowski, K. and Bandrów, P. and Kułażyński, M.",10.1016/j.jclepro.2021.127902,Tipo de valorización: Valorización biológica
Valorization of trout skins for a circular bioeconomy: Ecological leather production and anaerobic co-digestion of tanning effluents with trout byproducts (Morocco),2025,Environmental Challenges,"Essalhi, F. and Essadak, A. and Bengueddour, R.",10.1016/j.envc.2025.101197,Producto: Energía
Valorization of trout skins for a circular bioeconomy: Ecological leather production and anaerobic co-digestion of tanning effluents with trout byproducts (Morocco),2025,Environmental Challenges,"Essalhi, F. and Essadak, A. and Bengueddour, R.",10.1016/j.envc.2025.101197,Producto: Biomoléculas
Valorization of trout skins for a circular bioeconomy: Ecological leather production and anaerobic co-digestion of tanning effluents with trout byproducts (Morocco),2025,Environmental Challenges,"Essalhi, F. and Essadak, A. and Bengueddour, R.",10.1016/j.envc.2025.101197,Residuos: Residuos sólidos
Valorization of trout skins for a circular bioeconomy: Ecological leather production and anaerobic co-digestion of tanning effluents with trout byproducts (Morocco),2025,Environmental Challenges,"Essalhi, F. and Essadak, A. and Bengueddour, R.",10.1016/j.envc.2025.101197,Residuos: Residuos líquidos
Valorization of trout skins for a circular bioeconomy: Ecological leather production and anaerobic co-digestion of tanning effluents with trout byproducts (Morocco),2025,Environmental Challenges,"Essalhi, F. and Essadak, A. and Bengueddour, R.",10.1016/j.envc.2025.101197,Residuos: Residuos sin cromo
Valorization of trout skins for a circular bioeconomy: Ecological leather production and anaerobic co-digestion of tanning effluents with trout byproducts (Morocco),2025,Environmental Challenges,"Essalhi, F. and Essadak, A. and Bengueddour, R.",10.1016/j.envc.2025.101197,Tipo de valorización: Valorización química
Valorization of trout skins for a circular bioeconomy: Ecological leather production and anaerobic co-digestion of tanning effluents with trout byproducts (Morocco),2025,Environmental Challenges,"Essalhi, F. and Essadak, A. and Bengueddour, R.",10.1016/j.envc.2025.101197,Tipo de valorización: Valorización biológica
Monetizing and selection of sustainable tannery sludge-to-energy technology using a simulation-based novel integrated MCDM model along with life cycle Techno-Economic-ESG analysis,2024,Chemical Engineering Journal,"Moktadir, M.A. and Ren, J. and Ayub, Y. and Shi, T.",10.1016/j.cej.2024.155428,Producto: Energía
Monetizing and selection of sustainable tannery sludge-to-energy technology using a simulation-based novel integrated MCDM model along with life cycle Techno-Economic-ESG analysis,2024,Chemical Engineering Journal,"Moktadir, M.A. and Ren, J. and Ayub, Y. and Shi, T.",10.1016/j.cej.2024.155428,Residuos: Residuos sólidos
Monetizing and selection of sustainable tannery sludge-to-energy technology using a simulation-based novel integrated MCDM model along with life cycle Techno-Economic-ESG analysis,2024,Chemical Engineering Journal,"Moktadir, M.A. and Ren, J. and Ayub, Y. and Shi, T.",10.1016/j.cej.2024.155428,Residuos: Residuos con cromo
Monetizing and selection of sustainable tannery sludge-to-energy technology using a simulation-based novel integrated MCDM model along with life cycle Techno-Economic-ESG analysis,2024,Chemical Engineering Journal,"Moktadir, M.A. and Ren, J. and Ayub, Y. and Shi, T.",10.1016/j.cej.2024.155428,Tipo de valorización: Valorización térmica
Microbial keratinases: An overview of biochemical characterization and its eco-friendly approach for industrial applications,2020,Journal of Cleaner Production,"Srivastava, B. and Khatri, M. and Singh, G. and Arya, S.K.",10.1016/j.jclepro.2019.119847,Producto: Biomoléculas
Microbial keratinases: An overview of biochemical characterization and its eco-friendly approach for industrial applications,2020,Journal of Cleaner Production,"Srivastava, B. and Khatri, M. and Singh, G. and Arya, S.K.",10.1016/j.jclepro.2019.119847,Residuos: Residuos sólidos
Microbial keratinases: An overview of biochemical characterization and its eco-friendly approach for industrial applications,2020,Journal of Cleaner Production,"Srivastava, B. and Khatri, M. and Singh, G. and Arya, S.K.",10.1016/j.jclepro.2019.119847,Tipo de valorización: Valorización biológica
Fe-doped tannin-derived biochar inducing radical/nonradical oxidation pathways toward catechol abatement: A strategy of turning waste in leather industry into treasure to drive carbocatalysis-mediated persulfate activation,2025,Separation and Purification Technology,"Deng, T. and Cheng, X. and Tang, Y. and Zhou, J. and Shi, B.",10.1016/j.seppur.2025.133482,Producto: Materiale
Fe-doped tannin-derived biochar inducing radical/nonradical oxidation pathways toward catechol abatement: A strategy of turning waste in leather industry into treasure to drive carbocatalysis-mediated persulfate activation,2025,Separation and Purification Technology,"Deng, T. and Cheng, X. and Tang, Y. and Zhou, J. and Shi, B.",10.1016/j.seppur.2025.133482,Residuos: Residuos sólidos
Fe-doped tannin-derived biochar inducing radical/nonradical oxidation pathways toward catechol abatement: A strategy of turning waste in leather industry into treasure to drive carbocatalysis-mediated persulfate activation,2025,Separation and Purification Technology,"Deng, T. and Cheng, X. and Tang, Y. and Zhou, J. and Shi, B.",10.1016/j.seppur.2025.133482,Tipo de valorización: Valorización térmica
Fe-doped tannin-derived biochar inducing radical/nonradical oxidation pathways toward catechol abatement: A strategy of turning waste in leather industry into treasure to drive carbocatalysis-mediated persulfate activation,2025,Separation and Purification Technology,"Deng, T. and Cheng, X. and Tang, Y. and Zhou, J. and Shi, B.",10.1016/j.seppur.2025.133482,Tipo de valorización: Aplicaciones ambientales
Valorization of tannery fleshing waste into nitrogen source for sustainable production of microbial enzymes.,2026,3 Biotech,"Sujiritha, P.B. and Ramesh, K.P.M. and Mannankatti, R. and Vikash, V.L. and Ponesakki, G. and Kamini, N.R.",10.1007/s13205-025-04684-w,Producto: Biomoléculas
Valorization of tannery fleshing waste into nitrogen source for sustainable production of microbial enzymes.,2026,3 Biotech,"Sujiritha, P.B. and Ramesh, K.P.M. and Mannankatti, R. and Vikash, V.L. and Ponesakki, G. and Kamini, N.R.",10.1007/s13205-025-04684-w,Residuos: Residuos sólidos
Valorization of tannery fleshing waste into nitrogen source for sustainable production of microbial enzymes.,2026,3 Biotech,"Sujiritha, P.B. and Ramesh, K.P.M. and Mannankatti, R. and Vikash, V.L. and Ponesakki, G. and Kamini, N.R.",10.1007/s13205-025-04684-w,Residuos: Residuos sin cromo
Valorization of tannery fleshing waste into nitrogen source for sustainable production of microbial enzymes.,2026,3 Biotech,"Sujiritha, P.B. and Ramesh, K.P.M. and Mannankatti, R. and Vikash, V.L. and Ponesakki, G. and Kamini, N.R.",10.1007/s13205-025-04684-w,Tipo de valorización: Valorización biológica
Innovative utilization of leather waste for chromium-doped ZnO photocatalysts: Advanced modeling and MATLAB optimization for effective wastewater treatment,2026,Journal of the Indian Chemical Society,"Belkacemi, H. and Benhadji, A. and Taleb Ahmed, M. and Boudraa, R. and Tahraoui, H. and Amrane, A. and Mignot, M. and Ledoux, A.",10.1016/j.jics.2026.102436,Producto: Materiale
Innovative utilization of leather waste for chromium-doped ZnO photocatalysts: Advanced modeling and MATLAB optimization for effective wastewater treatment,2026,Journal of the Indian Chemical Society,"Belkacemi, H. and Benhadji, A. and Taleb Ahmed, M. and Boudraa, R. and Tahraoui, H. and Amrane, A. and Mignot, M. and Ledoux, A.",10.1016/j.jics.2026.102436,Residuos: Residuos sólidos
Innovative utilization of leather waste for chromium-doped ZnO photocatalysts: Advanced modeling and MATLAB optimization for effective wastewater treatment,2026,Journal of the Indian Chemical Society,"Belkacemi, H. and Benhadji, A. and Taleb Ahmed, M. and Boudraa, R. and Tahraoui, H. and Amrane, A. and Mignot, M. and Ledoux, A.",10.1016/j.jics.2026.102436,Residuos: Residuos con cromo
Innovative utilization of leather waste for chromium-doped ZnO photocatalysts: Advanced modeling and MATLAB optimization for effective wastewater treatment,2026,Journal of the Indian Chemical Society,"Belkacemi, H. and Benhadji, A. and Taleb Ahmed, M. and Boudraa, R. and Tahraoui, H. and Amrane, A. and Mignot, M. and Ledoux, A.",10.1016/j.jics.2026.102436,Tipo de valorización: Valorización química
Innovative utilization of leather waste for chromium-doped ZnO photocatalysts: Advanced modeling and MATLAB optimization for effective wastewater treatment,2026,Journal of the Indian Chemical Society,"Belkacemi, H. and Benhadji, A. and Taleb Ahmed, M. and Boudraa, R. and Tahraoui, H. and Amrane, A. and Mignot, M. and Ledoux, A.",10.1016/j.jics.2026.102436,Tipo de valorización: Aplicaciones ambientales
Utilization of Collagen Wastes as Bioretanning Agent and Effects on the Mechanical Properties of Leather,2023,Tekstil ve Konfeksiyon,"Sancakli, A. and Ismar, E. and Arican, F. and Polat, O. and Basaran, B. and Mizan, A.",10.32710/tekstilvekonfeksiyon.1066721,Producto: Materiale
